Symptoms of mental illness,Unarmed/Did Not Have an Actual Weapon,Alleged Weapon,Fleeing,Body Camera,Victims gender,Victims race
No,Unclear,undetermined,Not fleeing,No,Male,White
No,Vehicle,vehicle,Inputed NF,Inputed No,Female,Hispanic
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,Hispanic
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,Yes,Male,Native American
No,Allegedly Armed,gun,Inputed NF,Yes,Male,White
No,Allegedly Armed,gun,Foot,No,Male,Unknown race
Yes,Allegedly Armed,gun,Not fleeing,Inputed No,Male,Unknown race
No,Vehicle,vehicle,Car,No,Male,Hispanic
No,Allegedly Armed,gun,Car,Yes,Male,White
No,Allegedly Armed,knife,Inputed NF,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Pacific Islander
No,Vehicle,vehicle,Car,No,Male,Black
Yes,Allegedly Armed,knife,Not fleeing,No,Female,Unknown race
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Vehicle,vehicle,Car,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Unclear,undetermined,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,others,Foot,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,knife,Not fleeing,Yes,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Unclear,undetermined,Not fleeing,No,Female,White
No,Unclear,undetermined,Not fleeing,No,Male,White
No,Unclear,undetermined,Foot,No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Vehicle,vehicle,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Unclear,undetermined,Car,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Female,White
No,Vehicle,vehicle,Car,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,knife,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Unclear,others,Not fleeing,No,Male,Hispanic
Yes,Unclear,others,Car,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,Unknown race
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,others,Not fleeing,Inputed No,Male,Hispanic
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Unclear,others,Car,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,knife,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,Asian
No,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Other,No,Male,Black
Yes,Allegedly Armed,knife,Not fleeing,Yes,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,Hispanic
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Unclear,undetermined,Not fleeing,Yes,Male,White
No,Unclear,others,Car,No,Male,White
Yes,Unclear,others,Not fleeing,Yes,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,others,Not fleeing,No,Male,Asian
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Foot,No,Male,Black
No,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,Hispanic
No,Vehicle,vehicle,Car,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Unclear,undetermined,Not fleeing,No,Male,Asian
Yes,Vehicle,vehicle,Not fleeing,No,Male,Black
No,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,Yes,Male,White
No,Unarmed/Did Not Have an Actual Weapon,others,Car,Yes,Male,Hispanic
No,Vehicle,vehicle,Car,No,Male,Hispanic
No,Allegedly Armed,gun,Car,No,Male,Hispanic
No,Allegedly Armed,others,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Car,No,Male,White
No,Allegedly Armed,gun,Not fleeing,Inputed No,Male,Unknown race
Yes,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Female,White
No,Vehicle,vehicle,Car,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
Yes,Unclear,others,Not fleeing,Yes,Male,Native American
No,Allegedly Armed,others,Not fleeing,No,Male,Black
Drug or alcohol use,Allegedly Armed,others,Not fleeing,Yes,Male,Unknown race
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Unclear,undetermined,Car,No,Male,White
No,Unclear,undetermined,Car,No,Male,White
No,Allegedly Armed,others,Not fleeing,No,Male,Black
No,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Car,Yes,Male,Hispanic
No,Unclear,others,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,Yes,Male,Black
Unknown,Unclear,undetermined,Car,No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Female,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Native American
No,Vehicle,vehicle,Car,No,Male,Black
Yes,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,Black
No,Unclear,undetermined,Other,No,Male,White
No,Unclear,undetermined,Not fleeing,No,Male,Black
No,Unclear,undetermined,Car,No,Male,White
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Unknown race
No,Vehicle,vehicle,Car,No,Male,White
No,Allegedly Armed,gun,Foot,No,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,White
No,Allegedly Armed,knife,Inputed NF,No,Male,White
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,Unknown race
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,Black
No,Vehicle,vehicle,Not fleeing,No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,No,Male,Hispanic
Yes,Allegedly Armed,knife,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,knife,Not fleeing,No,Male,Black
No,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Inputed NF,No,Male,Unknown race
No,Allegedly Armed,knife,Not fleeing,No,Male,Native American
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Vehicle,vehicle,Not fleeing,No,Female,Pacific Islander
No,Allegedly Armed,knife,Inputed NF,No,Male,Black
No,Allegedly Armed,gun,Car,No,Male,Unknown race
No,Allegedly Armed,vehicle,Inputed NF,Inputed No,Male,Unknown race
Yes,Allegedly Armed,gun,Foot,Yes,Male,White
Yes,Allegedly Armed,knife,Not fleeing,Yes,Male,Unknown race
No,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,Yes,Male,Black
No,Allegedly Armed,gun,Car,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Female,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,knife,Foot,No,Male,Hispanic
No,Allegedly Armed,gun,Car,No,Male,White
No,Vehicle,vehicle,Car,No,Male,White
No,Vehicle,vehicle,Car,No,Male,White
No,Allegedly Armed,others,Not fleeing,Yes,Male,Unknown race
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,knife,Inputed NF,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Black
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Vehicle,vehicle,Not fleeing,No,Female,Black
Yes,Allegedly Armed,knife,Foot,Yes,Male,White
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,Unknown race
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Inputed NF,No,Male,Black
Yes,Allegedly Armed,others,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,others,Inputed NF,No,Male,White
No,Unclear,undetermined,Car,No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,others,Car,No,Male,White
No,Allegedly Armed,gun,Foot,No,Male,Hispanic
No,Allegedly Armed,knife,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Unknown race
No,Unclear,undetermined,Not fleeing,No,Male,White
No,Vehicle,vehicle,Car,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,knife,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,others,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,Yes,Male,Black
No,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Unknown race
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
Yes,Vehicle,vehicle,Not fleeing,Yes,Male,Unknown race
No,Allegedly Armed,gun,Foot,Yes,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Car,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Asian
No,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic
Yes,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Foot,No,Male,White
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Foot,No,Male,Hispanic
Yes,Allegedly Armed,knife,Not fleeing,Yes,Female,White
No,Vehicle,vehicle,Car,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Unclear,others,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,Yes,Male,White
No,Allegedly Armed,gun,Not fleeing,Inputed No,Male,Unknown race
No,Allegedly Armed,knife,Not fleeing,No,Male,White
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Female,Hispanic
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,Inputed No,Male,Black
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Transgender,Hispanic
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,others,Not fleeing,Yes,Male,Unknown race
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Female,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,Yes,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Inputed NF,No,Male,White
Yes,Allegedly Armed,others,Not fleeing,No,Male,Unknown race
Unknown,Allegedly Armed,gun,Foot,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,others,Not fleeing,No,Female,Black
No,Unclear,others,Not fleeing,No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,No,Male,Black
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,Inputed No,Male,Hispanic
No,Allegedly Armed,gun,Car,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Female,White
No,Unarmed/Did Not Have an Actual Weapon,others,Foot,No,Male,Black
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,Inputed No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,Black
No,Unclear,undetermined,Car,No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Foot,No,Male,Black
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Inputed NF,No,Male,Hispanic
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,Inputed No,Female,White
No,Vehicle,vehicle,Car,No,Male,Black
Yes,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,Yes,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Female,White
Yes,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Female,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Vehicle,vehicle,Car,No,Male,Black
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,Inputed No,Male,Black
No,Unclear,undetermined,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,others,Car,No,Male,White
Yes,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,Inputed No,Male,White
No,Allegedly Armed,gun,Not fleeing,Inputed No,Male,Unknown race
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Unknown race
No,Unclear,undetermined,Foot,Inputed No,Male,Unknown race
Unknown,Allegedly Armed,knife,Not fleeing,Inputed No,Male,Hispanic
Yes,Allegedly Armed,gun,Not fleeing,No,Female,White
No,Allegedly Armed,gun,Not fleeing,Inputed No,Male,Unknown race
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Car,No,Female,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Unknown race
No,Vehicle,vehicle,Not fleeing,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,knife,Inputed NF,No,Male,Hispanic
Yes,Allegedly Armed,others,Not fleeing,No,Male,White
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
No,Vehicle,vehicle,Car,Inputed No,Male,Unknown race
No,Allegedly Armed,others,Not fleeing,No,Female,White
No,Allegedly Armed,gun,Not fleeing,Inputed No,Male,Unknown race
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Unknown race
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Unknown race
No,Vehicle,vehicle,Not fleeing,No,Female,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,Inputed No,Male,Unknown race
No,Vehicle,vehicle,Car,No,Male,Black
No,Allegedly Armed,gun,Inputed NF,No,Male,Black
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Other,No,Male,Hispanic
No,Allegedly Armed,gun,Foot,No,Male,Hispanic
No,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,Inputed No,Male,Hispanic
No,Allegedly Armed,gun,Inputed NF,No,Male,Black
No,Allegedly Armed,knife,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,Inputed No,Male,Hispanic
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,Inputed No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,others,Not fleeing,Yes,Male,Hispanic
No,Allegedly Armed,gun,Foot,No,Male,Unknown race
Unknown,Allegedly Armed,gun,Foot,No,Male,Black
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Black
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Unknown race
Drug or alcohol use,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,Black
Yes,Allegedly Armed,gun,Not fleeing,Inputed No,Female,Unknown race
No,Unclear,undetermined,Foot,No,Male,Hispanic
Yes,Allegedly Armed,gun,Foot,No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,No,Male,White
No,Allegedly Armed,gun,Foot,No,Male,Black
Yes,Allegedly Armed,knife,Not fleeing,Yes,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,Black
Yes,Allegedly Armed,gun,Not fleeing,Yes,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,Inputed No,Male,Black
No,Allegedly Armed,knife,Not fleeing,No,Male,Black
No,Unclear,others,Not fleeing,No,Male,Black
No,Vehicle,vehicle,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,Yes,Male,White
No,Allegedly Armed,gun,Inputed NF,No,Male,Hispanic
No,Unclear,undetermined,Other,No,Male,Hispanic
No,Vehicle,vehicle,Car,No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
Yes,Allegedly Armed,knife,Not fleeing,No,Male,Black
Unknown,Allegedly Armed,gun,Not fleeing,Inputed No,Male,Unknown race
No,Unclear,others,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,Yes,Male,Native American
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Unknown race
Yes,Allegedly Armed,others,Not fleeing,Yes,Male,Hispanic
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,Inputed No,Male,Unknown race
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Unclear,undetermined,Not fleeing,No,Male,White
Yes,Unclear,others,Not fleeing,Inputed No,Male,White
No,Allegedly Armed,knife,Not fleeing,Inputed No,Male,Native American
No,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,White
No,Unclear,undetermined,Not fleeing,Inputed No,Male,Black
No,Vehicle,vehicle,Car,No,Male,Hispanic
No,Allegedly Armed,gun,Foot,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Car,No,Male,Black
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Foot,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Unknown race
No,Unclear,undetermined,Car,No,Male,White
Unknown,Unclear,undetermined,Not fleeing,No,Male,Hispanic
No,Vehicle,vehicle,Car,No,Male,Unknown race
No,Allegedly Armed,gun,Foot,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,Yes,Male,Hispanic
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,No,Female,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Foot,No,Male,Unknown race
No,Allegedly Armed,gun,Car,Yes,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Pacific Islander
No,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
Yes,Allegedly Armed,gun,Not fleeing,Yes,Male,Black
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,Yes,Male,White
No,Vehicle,vehicle,Car,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,Yes,Male,White
No,Vehicle,vehicle,Car,No,Female,White
Yes,Allegedly Armed,knife,Not fleeing,No,Male,Hispanic
Yes,Allegedly Armed,others,Not fleeing,No,Male,Hispanic
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,others,Foot,No,Male,Hispanic
No,Unclear,others,Not fleeing,No,Male,Hispanic
No,Vehicle,vehicle,Car,No,Male,White
